zip_code,CBSA Title,MSA_central_outlying,pct_black_alone,pop_black_alone,pct_below_poverty,pct_below_poverty_white_alone,pct_below_poverty_black_alone,pct_below_poverty_asian_alone,pct_below_poverty_hispanic,quartiles_pct_below_poverty,pct_change_16_to_21_pct_below_poverty_black_alone,pct_homeownership,pct_homeownership_white_alone,pct_homeownership_black_alone,pct_homeownership_asian_alone,pct_homeownership_hispanic,quartiles_pct_homeownership,pct_change_16_to_21_pct_homeownership_black_alone,Total_All_loans,Total_Female Owned_loans,Total_Male Owned_loans,Total_Unanswered_loans,White_All_loans,White_Female Owned_loans,White_Male Owned_loans,White_Unanswered_loans,Black_All_loans,Black_Female Owned_loans,Black_Male Owned_loans,Black_Unanswered_loans,Hispanic_All_loans,Hispanic_Female Owned_loans,Hispanic_Male Owned_loans,Hispanic_Unanswered_loans,Asian_All_loans,Asian_Female Owned_loans,Asian_Male Owned_loans,Asian_Unanswered_loans,Total_All_loan_amnt,Total_Female Owned_loan_amnt,Total_Male Owned_loan_amnt,Total_Unanswered_loan_amnt,White_All_loan_amnt,White_Female Owned_loan_amnt,White_Male Owned_loan_amnt,White_Unanswered_loan_amnt,Black_All_loan_amnt,Black_Female Owned_loan_amnt,Black_Male Owned_loan_amnt,Black_Unanswered_loan_amnt,Hispanic_All_loan_amnt,Hispanic_Female Owned_loan_amnt,Hispanic_Male Owned_loan_amnt,Hispanic_Unanswered_loan_amnt,Asian_All_loan_amnt,Asian_Female Owned_loan_amnt,Asian_Male Owned_loan_amnt,Asian_Unanswered_loan_amnt,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic,total_population,median_age_all,median_age_white,median_age_black,avg_hhd_sz_all,avg_hhd_sz_ownocc,avg_hhd_sz_renter,median_hhd_inc_all,median_hhd_inc_white,median_hhd_inc_black,median_hhd_inc_hisp,median_gross_rent,med_gr_rent_pct_hhd_inc,vcnthouse_value_q1,vcnthouse_value_median,vcnthouse_value_q3,race_pct_white,race_pct_black,race_pct_amerind_aknat,race_pct_asian,race_pct_pacisld,race_pct_other,race_pct_twoplus,ethnicity_pct_hisp,geomob_same_house_1yr_all,geomob_same_house_1yr_white,geomob_same_house_1yr_black,geomob_moved_in_county_1yr_all,geomob_moved_in_county_1yr_white,geomob_moved_in_county_1yr_black,geomob_moved_diff_state_1yr_all,geomob_moved_diff_state_1yr_white,geomob_moved_diff_state_1yr_black,occupied_housing_pct_pop,occupied_owner_pct_pop,occupied_renter_pct_pop,hhd_pct_no_vehicle,hhd_4plus_no_vehicle,houseburden_over30pct_inc_renters,houseburden_over30pct_inc_own_mrtg,houseburden_over30pct_inc_own_nomrtg,houseburden_over30pct_inc_all,edu_pop_no_hs_diploma,edu_pop_bach_degree_plus,edu_pop_grad_degree_plus,hhd_comp_pct_married,hhd_comp_pct_married_chldrn,hhd_comp_pct_sgl_prnt,pop_pct_65over,pop_below_poverty_all,pop_below_poverty_white,pop_below_poverty_black,pop_over65_live_alone,pop_pct_disability,hhd_pct_food_assist,hhd_chld_pct_food_assist,hhd_sglprt_pct_food_assist,pop_pct_medicaid,pop_pct_no_hltinsur,supermarkets,ConvenienceStore,AlcoholStore,PhysicianOffice,MentalHlthSpecialist,MentalHlthPractice,ChildcareFacility,fast_food,BINGE,BPHIGH,BPMED,CHECKUP,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,GHLTH,LPA,MHLTH,OBESITY,PHLTH,SLEEP,NatWalkInd_zip,calc_mhv_to_mhi_all,calc_mhv_to_mhi_white,calc_mhv_to_mhi_black,calc_mhv_to_mhi_hisp,calc_houseburden_renter_salary_need,calc_houseburden_renter_salary_gap_white,calc_houseburden_renter_salary_gap_black,median_hhd_inc_white_PctChg,median_hhd_inc_black_PctChg,median_gross_rent_PctChg,vcnthouse_value_median_PctChg,houseburden_over30pct_inc_renters_Chg,houseburden_over30pct_inc_all_Chg,pop_below_poverty_all_Chg,pop_below_poverty_white_Chg,pop_below_poverty_black_Chg,calc_mhv_to_mhi_all_Chg,calc_mhv_to_mhi_white_Chg,calc_mhv_to_mhi_black_Chg,calc_houseburden_renter_salary_need_PctChg,lila_res
38471,,Outlying,0,0,33.7,33.7,,,,Top 25% of geographies,,82.3,82.3,,,,51-75% of geographies,,48,6,10,32,10,2,8,,,,,,,,,,,,,,1082708,449836,343044,289830,540418,218000,322418,,,,,,,,,,,,,,81.4,81.4,,,,Bottom 25% of geographies,3.9,,,,Bottom 25% of geographies,,,,403,31,31,,3.12,3.22,2.56,,,,,,,,,152200,1,0,0,0,0,0,0,0,0.884422111,0.884422111,,0,0,,0.115577889,0.115577889,,1,0.885856079,0.114143921,0,0,0,0.342857143,0,0.093023256,0.134529148,0.103139013,0.103139013,0.565891473,0.15503876,0.093023256,0.186104218,0.158808933,0.158808933,,0,0.156327543,0.23255814,0.23255814,0.23255814,0.196029777,0.124069479,,,,,,,,,0.13,0.442,0.809,0.753,0.339,0.318,0.276,0.512,0.271,0.155,0.221,0.314,0.174,0.39,0.151,0.346,2.040599694,,,,,,,,,,,,-0.233333333,-0.137745975,-0.116191067,-0.122586416,,,,,,1
38472,,Outlying,0.3,8,7,7.2,0,0,,26-50% of geographies,-2.3,83.7,84.1,67,52.3,,51-75% of geographies,-13.6,202,20,40,142,26,6,20,,,,,,,,,,2,,2,,3818271,333515,472299,3012458,385160,152434,232726,,,,,,,,,,13800,,13800,,91.9,91.7,100,100,,51-75% of geographies,20.5,0,0,,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,,2708,48.1,48.4,48.8,2.4,2.34,2.8,54342,54424,,,634,13.8,81500,122200,246800,0.978951256,0.004062038,0.001846381,0.004431315,0,0.001107829,0.009601182,0.002584934,0.885607477,0.883116883,1,0.008971963,0.009167303,0,0.00635514,0.006493506,0,1,0.836779911,0.163220089,0.007104796,0,0.018987342,0.193899782,0.110019646,0.131438721,0.076696165,0.178466077,0.06833825,0.501776199,0.151865009,0.074600355,0.207902511,0.076440177,0.078083742,0,0.214920071,0.236491488,0.045293073,0.021314387,0.004440497,0.199481865,0.088082902,,,,,,,,,0.142,0.406,0.785,0.75,0.358,0.335,0.249,0.554,0.27,0.135,0.185,0.27,0.17,0.383,0.13,0.342,3.988942326,2.248721063,2.245332941,,,25360,29064,,0.159635217,,0.118165785,0.186407767,-0.137639164,-0.160538891,-0.04806073,-0.034726965,-0.225225225,-0.028679605,0.05066832,,0.118165785,0.029709656
38473,,Outlying,1,11,18,18,27.3,0,0,Top 25% of geographies,-33.3,73,72.5,,,,26-50% of geographies,,50,8,10,32,8,4,4,,,,,,,,,,,,,,723993,52386,44849,626758,50418,38198,12220,,,,,,,,,,,,,,86.3,85.9,100,100,0,26-50% of geographies,11.2,0,0,0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,1074,32.5,34.2,17.8,2.89,2.4,3.86,50000,48542,,,754,23,84800,157600,241100,0.880819367,0.025139665,0,0.003724395,0,0,0.090316574,0.008379888,0.882572227,0.870899471,0.851851852,0.063373719,0.067724868,0.148148148,0.037278658,0.042328042,0,1,0.554003724,0.445996276,0,0,0.322580645,0.104477612,0.096491228,0.174731183,0.136570561,0.101669196,0.036418816,0.5,0.198924731,0.045698925,0.102420857,0.115819209,0.128479657,0.111111111,0.281818182,0.122905028,0.112903226,0.075268817,0.067204301,0.351955307,0.078212291,,,,,,,,,0.145,0.393,0.776,0.737,0.364,0.33,0.27,0.529,0.28,0.13,0.192,0.281,0.178,0.383,0.133,0.345,2.645440701,3.152,3.246672984,,,30160,18382,,0.15921194,,0.167182663,0.912621359,0.091811414,-0.032533774,-0.098038789,-0.077994533,-0.588888889,1.188412163,1.27891179,,0.167182663,0
38474,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,13.5,1109,16.7,13.9,30.1,0,,51-75% of geographies,13.5,76.2,82.1,40.4,,,26-50% of geographies,-16.7,282,18,78,186,36,8,28,,14,8,6,,2,,2,,,,,,27074478,291909,3154795,23627774,802199,231483,570716,,166946,58902,108044,,14960,,14960,,,,,,79.6,79.7,74,100,,Bottom 25% of geographies,15.8,13.6,0,,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,,8518,41.4,42,41.3,2.91,2.98,2.72,48204,50250,20365,,590,25.8,76400,130400,226700,0.846325429,0.134303827,0,0.001056586,0,0.000821789,0.017492369,0.003521954,0.909133599,0.911360799,0.892482517,0.044963606,0.036620891,0.104020979,0.014674806,0.015674851,0,0.989434139,0.740389179,0.259610821,0.035862069,0,0.275776398,0.265696087,0.164658635,0.233793103,0.119438335,0.176619861,0.048384368,0.493103448,0.155862069,0.10137931,0.164240432,0.133871551,0.091559371,0.34527972,0.279245283,0.145377057,0.134482759,0.063448276,0.039655172,0.268024151,0.067597964,,,,4,,,,7,0.14,0.407,0.775,0.763,0.405,0.351,0.235,0.579,0.271,0.137,0.179,0.274,0.17,0.417,0.124,0.345,4.544627348,2.705169695,2.595024876,6.403142647,,23600,26650,-3235,0.150333082,,-0.057507987,0.393162393,-0.138492878,-0.051607899,-0.053443748,-0.071912408,0.116338036,0.556409365,0.452314897,,-0.057507987,0
38475,,Outlying,0,0,16.4,16.4,,,,51-75% of geographies,,91.3,91.3,,,,Top 25% of geographies,,72,2,10,60,6,,6,,,,,,,,,,,,,,1140396,211372,175848,753176,93544,,93544,,,,,,,,,,,,,,87.8,87.8,,,,26-50% of geographies,18.7,,,,26-50% of geographies,,,,805,45.7,45.7,,3.19,3.18,3.54,64861,64861,,,,,89900,121500,166600,1,0,0,0,0,0,0,0,0.936645963,0.936645963,,0.063354037,0.063354037,,0,0,,1,0.942857143,0.057142857,0,0,0,0.303030303,0.063106796,0.091269841,0.317406143,0.19112628,0.017064846,0.841269841,0.297619048,0.023809524,0.248447205,0.016149068,0.016149068,,0,0.139130435,0.119047619,0.067460317,0.067460317,0.081987578,0.453416149,,,,,,,,,0.148,0.403,0.776,0.737,0.317,0.342,0.255,0.534,0.281,0.131,0.19,0.284,0.179,0.353,0.13,0.361,3.47539883,1.873236614,1.873236614,,,,,,0.818413749,,,-0.003281378,0,-0.098303618,-0.279884926,-0.279884926,,-1.544296819,-1.544296819,,,0.004672897
38476,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,0,0,2.9,2.9,,,,Bottom 25% of geographies,,93.2,93.2,,,,Top 25% of geographies,,38,4,14,20,18,4,14,,,,,,,,,,,,,,956464,25826,110324,820314,136150,25826,110324,,,,,,,,,,,,,,88.1,88.1,,,,26-50% of geographies,1.9,,,,Bottom 25% of geographies,,,,1352,40.6,40.7,,3.58,3.63,,83971,83971,,,,,87800,190600,513500,0.994822485,0,0,0,0,0,0.005177515,0,0.889792899,0.889219331,,0,0,,0.110207101,0.110780669,,1,0.99408284,0.00591716,0.169312169,0,0,0.20657277,0.114649682,0.164021164,0.335535007,0.042272127,0,0.708994709,0.238095238,0,0.205621302,0.030325444,0.030483271,,0.183453237,0.173816568,0.074074074,0,0,0.104289941,0.011094675,,,,,,,,,0.149,0.386,0.771,0.746,0.372,0.372,0.221,0.576,0.266,0.122,0.165,0.249,0.164,0.356,0.119,0.333,4.243745595,2.269831251,2.269831251,,,,,,0.076192551,,,-0.383570505,-0.112244898,-0.01482499,-0.013929875,-0.013772048,,-1.692950386,-1.692950386,,,0
38477,,Outlying,8.1,277,11.6,12.5,2.9,,,51-75% of geographies,-30,86.2,86.5,83.3,,,51-75% of geographies,-8.9,100,6,36,58,24,4,20,,,,,,,,,,,,,,1664492,68632,470112,1125748,383178,62824,320354,,,,,,,,,,,,,,81.3,81.2,79.4,,,Bottom 25% of geographies,15.1,7.2,,,26-50% of geographies,26-50% of geographies,,,2914,48.5,47.7,64,2.57,2.72,1.49,56125,58021,22375,,700,50,82700,125700,219400,0.958476321,0.028483185,0.000343171,0,0,0,0.012697323,0,0.824639671,0.819548872,1,0.04564173,0.047619048,0,0.055593686,0.055495883,0,1,0.926904598,0.073095402,0.006161972,0.009615385,0.608391608,0.260115607,0.0907173,0.233274648,0.123716153,0.137721755,0.02334267,0.556338028,0.184859155,0.012323944,0.186684969,0.10295127,0.104189044,0.108433735,0.242647059,0.142415923,0.105633803,0.01584507,0.002640845,0.200411805,0.090253946,,,,,,,,,0.139,0.413,0.8,0.755,0.358,0.336,0.241,0.566,0.261,0.138,0.182,0.267,0.164,0.382,0.127,0.343,3.382976004,2.239643653,2.166456972,5.617877095,,28000,30021,-5625,0.385576119,,0.315789474,0.134476534,0.404136289,0.008893022,-0.056479595,-0.053860557,-0.081597418,-0.382841555,-0.479513177,,0.315789474,0
38478,,Outlying,14.8,2662,14.2,13.7,17.8,,13.1,51-75% of geographies,-9.7,62.1,66.2,42.7,,23.3,Bottom 25% of geographies,-5.1,934,88,328,518,144,18,126,,26,10,14,2,8,4,4,,8,,8,,51346636,4647884,20284346,26414406,10986920,2813764,8173156,,382014,156122,215478,10414,283238,267340,15898,,205216,,205216,,87.5,86.6,88,,97,26-50% of geographies,20.2,7.7,,36,26-50% of geographies,26-50% of geographies,,Top 25% of geographies,17618,43.7,44.7,45.5,2.37,2.46,2.22,46250,46811,47688,,664,26.5,87200,139700,211000,0.798671813,0.149052106,0.002724486,0.000227041,0,0.01725508,0.032069474,0.041207856,0.869685767,0.873462596,0.886138614,0.076132163,0.069309796,0.071972582,0.020159427,0.021342787,0.020563595,0.958621864,0.643791817,0.356208183,0.059467041,0.010714286,0.363031423,0.156723964,0.095627299,0.214025245,0.119703993,0.178580141,0.059770676,0.458345021,0.11542777,0.071669004,0.216085821,0.14895263,0.139151822,0.167539267,0.27077008,0.17151466,0.164656381,0.065918654,0.04740533,0.230849461,0.082222737,,3,4,12,,,,16,0.135,0.407,0.791,0.759,0.356,0.325,0.233,0.553,0.263,0.137,0.187,0.274,0.17,0.379,0.127,0.345,5.413202935,3.020540541,2.984341287,2.929458145,,26560,20251,21128,0.08496929,0.991065091,0.086743044,0.228671944,-0.092997588,-0.063206897,-0.020226102,0.001282338,-0.175427978,0.253443923,0.349041716,-1.817734039,0.086743044,0
38481,"Lawrenceburg, TN",Central,0,0,18.6,17.6,,100,0,Top 25% of geographies,,80.7,81.9,,0,,51-75% of geographies,,38,6,10,22,12,4,8,,,,,,,,,,2,,,2,718055,55578,165972,496506,124658,29896,94762,,,,,,,,,,32170,,,32170,77,78.3,,0,0,Bottom 25% of geographies,7.4,,50,0,Bottom 25% of geographies,,51-75% of geographies,Bottom 25% of geographies,1062,35.9,35.8,,2.57,2.63,2.27,37375,37829,,,519,33.7,58200,80600,148500,0.971751412,0,0,0.011299435,0,0,0.016949153,0.02165725,0.916585839,0.918326693,,0.062075655,0.061752988,,0.01842871,0.016932271,,1,0.865348399,0.134651601,0.060532688,0,0.571428571,0.11971831,0.168269231,0.213075061,0.173076923,0.088461538,0.047435897,0.435835351,0.17433414,0.031476998,0.169491525,0.139359699,0.127906977,,0.438888889,0.198681733,0.217917676,0.050847458,0.031476998,0.241054614,0.108286252,,,,,,,,,0.129,0.427,0.804,0.767,0.351,0.312,0.257,0.495,0.275,0.147,0.213,0.3,0.173,0.38,0.146,0.352,4.790906702,2.156521739,2.130640514,,,20760,17069,,-0.147515493,,-0.045955882,-0.018270402,0.497048406,0.084996243,0.001872063,-0.009989849,,0.279950311,0.280499669,,-0.045955882,0
38482,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,0.6,9,5.8,6.1,0,0,100,Bottom 25% of geographies,,90.3,90.1,,,100,Top 25% of geographies,,38,,10,28,4,,4,,,,,,,,,,,,,,887212,,184386,702826,57108,,57108,,,,,,,,,,,,,,76.9,76,100,100,100,Bottom 25% of geographies,14.4,,0,0,Bottom 25% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies,1701,34,36.6,,2.84,2.91,2.04,61916,61764,,,1256,28.1,125500,198400,363800,0.960611405,0,0,0.005291005,0,0,0.03409759,0.039388595,0.896388396,0.897657213,,0.071640024,0.069050555,,0.024866785,0.025893958,,1,0.936507937,0.063492063,0,0,0.226415094,0.148255814,0.236453202,0.185,0.144952545,0.182053494,0.06557377,0.741666667,0.5,0.023333333,0.117577895,0.048206937,0.050183599,,0.29,0.079952969,0.02,0,0,0.057025279,0.058788948,,,,,,,,,0.15,0.376,0.77,0.744,0.431,0.367,0.233,0.605,0.28,0.118,0.161,0.252,0.169,0.391,0.116,0.327,2.225018539,3.204341366,3.212227187,,,50240,11524,,0.316789255,,0.874626866,0.327090301,-0.247269116,-0.087727273,-0.092192237,-0.096684652,,0.18688249,0.024933722,,0.874626866,0
38483,"Lawrenceburg, TN",Central,1.1,68,9,8.4,2.9,,26.3,26-50% of geographies,-97.1,79.6,79.9,,,,51-75% of geographies,,272,26,80,166,78,22,56,,,,,,2,,2,,,,,,6970302,551820,1566157,4852326,1238920,164810,1074112,,,,,,41666,,41666,,,,,,88,87.7,100,,100,26-50% of geographies,14.7,0,,0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies,5933,36.6,37,18.5,2.8,2.91,2.43,42155,42248,,,646,29.6,74300,134800,173400,0.954660374,0.008933086,0,0,0,0.013652452,0.022754087,0.032361369,0.937320493,0.93699115,1,0.012164217,0.010088496,0,0.005237371,0.005486726,0,0.996629024,0.800101471,0.199898529,0.036510194,0.037769784,0.312757202,0.368932039,0.064655172,0.255571361,0.178191489,0.121010638,0.031382979,0.576102418,0.273589379,0.035561878,0.139558402,0.13079809,0.122430742,0.075471698,0.412698413,0.185740772,0.115694642,0.044096728,0.022285443,0.29226361,0.128771279,,,,,,,,3,0.149,0.379,0.76,0.744,0.352,0.341,0.268,0.51,0.287,0.122,0.185,0.274,0.183,0.386,0.13,0.361,4.101587112,3.19772269,3.190683583,,,25840,16408,,-0.045329236,,0.155635063,0.197158082,0.033809833,0.049164038,-0.001740479,-0.008172859,-0.924528302,0.653319924,0.646280817,,0.155635063,0
38485,,Outlying,4.1,258,16.1,13.9,81.1,0,9.4,51-75% of geographies,49,74.2,73.4,35.5,100,74.2,26-50% of geographies,-44.3,592,68,136,388,168,54,112,2,2,2,,,2,,2,,4,4,,,15216997,1786210,8694303,4736484,8034419,1613322,6379497,41600,41280,41280,,,87000,,87000,,94408,94408,,,87.6,87,88.3,100,100,26-50% of geographies,17.5,4.9,100,0,26-50% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies,6384,47.5,48.2,32.4,2.36,2.37,2.32,43839,40850,,60625,554,27.2,61400,106900,173300,0.934680451,0.031954887,0.000626566,0.008458647,0,0.003446115,0.020833333,0.01268797,0.889081456,0.888532884,0.946078431,0.052780841,0.055480607,0.029411765,0.01922168,0.014671164,0.014705882,0.944862155,0.733919098,0.266080902,0.097732604,0,0.365606936,0.130392157,0.089834515,0.180609851,0.192560175,0.173960613,0.067177243,0.517982799,0.194292416,0.051993745,0.244047619,0.14229053,0.131107206,0.676470588,0.396790664,0.191373327,0.154417514,0.07505864,0.035965598,0.223929929,0.123285407,,,,6,,,,3,0.134,0.418,0.792,0.748,0.351,0.333,0.256,0.534,0.272,0.139,0.202,0.295,0.172,0.373,0.139,0.337,5.701217292,2.438468031,2.616891065,,1.763298969,22160,18690,,0.369656329,,0.201735358,0.348045397,0.056882104,-0.082528565,-0.068293988,-0.076894095,0.189291101,-0.216725166,-0.041952187,,0.201735358,0.005708073
38486,"Lawrenceburg, TN",Central,0,0,9,7.2,,,,26-50% of geographies,,64.9,68,,,,Bottom 25% of geographies,,82,4,16,62,16,4,12,,,,,,,,,,,,,,902796,47360,191740,663696,204864,47360,157504,,,,,,,,,,,,,,64.2,63.5,,,,Bottom 25% of geographies,17.4,,,,26-50% of geographies,,,,1000,50.8,51.2,,2.19,2.59,1.34,41184,41645,,,,,67100,77600,133800,0.986,0,0,0,0,0,0.014,0,0.983,0.982758621,,0.009,0.009127789,,0,0,,1,0.807,0.193,0,0,0.097222222,0.496402878,0.121387283,0.228070175,0.232769831,0.11183355,0.026007802,0.524122807,0.186403509,0.087719298,0.298,0.113,0.10040568,,0.345637584,0.148,0.074561404,0,0,0.183,0.113,,,,,,,,,0.142,0.394,0.766,0.749,0.345,0.332,0.267,0.496,0.285,0.132,0.198,0.285,0.183,0.385,0.136,0.36,4.021923497,1.884226884,1.863368952,,,,,,0.517674927,,,-0.189979123,-0.378187614,-0.226724345,-0.07547539,-0.088979121,,-1.637572983,-1.627884692,,,0.189279732
38487,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,9.2,85,4.5,3.3,20,0,,Bottom 25% of geographies,3.9,85.8,90.6,37,,,51-75% of geographies,11.4,38,2,6,30,4,,4,,,,,,,,,,,,,,1059460,15662,86232,957566,44568,,44568,,,,,,,,,,,,,,78.1,73.5,100,100,,Bottom 25% of geographies,12.5,43.5,,,Bottom 25% of geographies,Top 25% of geographies,,,978,53.4,54.8,35,2.71,2.76,2.38,48456,45972,,,859,17.2,87900,154200,372400,0.779141104,0.13394683,0,0.064417178,0,0,0.022494888,0,0.974437628,0.989501312,0.870229008,0.025562372,0.010498688,0.129770992,0,0,0,1,0.883435583,0.116564417,0,0,0.208333333,0,0.036437247,0.052631579,0.1918429,0.151057402,0.069486405,0.703601108,0.168975069,0.077562327,0.239263804,0.037832311,0.026246719,0.129770992,0.260683761,0.129856851,0.04432133,0.022160665,0.022160665,0.245398773,0.034764826,,,,,,,,,0.148,0.39,0.772,0.748,0.405,0.339,0.242,0.575,0.269,0.126,0.173,0.269,0.17,0.401,0.12,0.344,2.731666684,3.18226845,3.35421561,,,34360,11612,,,,0.443697479,-0.098245614,-0.279228856,-0.262613899,-0.291163972,-0.35631142,-0.078562341,-2.673695387,,,0.443697479,0
38488,,Outlying,0,0,7.3,6.5,,0,0,26-50% of geographies,,89.4,88.7,,,100,Top 25% of geographies,,124,12,32,80,22,8,14,,,,,,,,,,,,,,4574442,113262,1813107,2648074,574024,72862,501164,,,,,,,,,,,,,,82.2,82,,100,100,26-50% of geographies,22.9,,0,0,51-75% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies,2228,51.1,51.5,,2.29,2.35,1.83,70729,72933,,,497,15.7,103300,184400,311200,0.959156194,0,0,0.017055655,0,0.018850987,0.004937163,0.026032316,0.942264321,0.948259643,,0.033829499,0.035277516,,0.0090212,0.009407338,,0.990125673,0.904351768,0.095648232,0.05492228,0.067264574,0.139130435,0.157427938,0.072681704,0.120207254,0.065113501,0.228793309,0.045400239,0.644559585,0.130569948,0.015544041,0.23967684,0.09599636,0.09492169,,0.217228464,0.173698384,0.098445596,0.052849741,0.015544041,0.129263914,0.064183124,,,,,,,,,0.148,0.375,0.77,0.746,0.389,0.339,0.227,0.567,0.266,0.12,0.167,0.255,0.167,0.371,0.12,0.339,3.391578123,2.607134273,2.528347936,,,19880,53053,,0.682538584,,-0.120353982,0.548278757,-0.265124884,-0.160306665,-0.051245448,-0.037238888,,-0.195218668,-0.219247053,,-0.120353982,0
38501,"Cookeville, TN",Central,3.9,1567,19.9,19.2,27.1,30,34.9,Top 25% of geographies,-44.7,50.7,52.7,11.6,58.5,29.9,Bottom 25% of geographies,-5.4,3490,378,742,2370,470,172,288,10,34,12,20,2,32,14,16,2,22,8,12,2,181420362,9365626,39795444,132259294,22056002,2731268,18976816,347920,408332,153642,238026,16664,819600,373558,238062,207980,1050888,561922,425179,63788,85.7,85.6,90.4,84.9,80.5,26-50% of geographies,28.1,24.7,24.4,25.4,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies,39013,35,35.3,29.7,2.29,2.45,2.12,41555,41736,,39577,711,32.9,114700,161900,244200,0.900879194,0.040114834,0.00310153,0.017686412,0,0.011637147,0.026580883,0.067695384,0.804275338,0.808087476,0.791693291,0.123116292,0.118470899,0.1514377,0.018068085,0.01842498,0.030670927,0.982928767,0.55827053,0.44172947,0.05492073,0.046185567,0.493862725,0.243991853,0.085056268,0.327011666,0.121133001,0.268256982,0.115119867,0.392342208,0.128926114,0.067544122,0.146720324,0.211446616,0.198800591,0.330452128,0.304309275,0.13170681,0.113072091,0.053006282,0.039605145,0.210538623,0.100501468,9,3,8,55,,,10,48,0.15,0.356,0.737,0.754,0.377,0.337,0.222,0.554,0.273,0.113,0.174,0.274,0.185,0.369,0.118,0.343,6.813581882,3.896041391,3.879145103,,4.090759785,28440,13296,,0.391988794,,0.16557377,0.078614257,-0.013460351,-0.04101265,-0.106175464,-0.109730757,-0.281323401,-1.188302488,-1.127025061,,0.16557377,0.324142771
38504,,Outlying,0.9,6,14.3,15.8,0,,,51-75% of geographies,,100,100,,,,Top 25% of geographies,,90,16,10,64,14,10,4,,,,,,,,,,,,,,1873878,1005058,95367,773454,1001630,982712,18918,,,,,,,,,,,,,,61.8,57.9,100,,,Bottom 25% of geographies,0,0,,,Bottom 25% of geographies,Bottom 25% of geographies,,,670,51.5,51.5,,2.39,2.39,2.43,75164,75164,,,,,37400,,149200,1,0,0,0,0,0,0,0,0.949618321,0.949618321,,0,0,,0,0,,1,0.840298507,0.159701493,0,0,0,0.245614035,0,0.05,0.23255814,0.191413238,0.053667263,0.589285714,0.157142857,0,0.314925373,0.126865672,0.126865672,,0.099526066,0.059701493,0.071428571,0,0,0.049253731,0.134328358,,,,,,,,,0.136,0.42,0.795,0.753,0.344,0.33,0.262,0.513,0.273,0.142,0.2,0.274,0.175,0.373,0.138,0.347,4.908430045,,,,,,,,1.025492468,,,,-0.777777778,-0.208660508,-0.016644383,-0.021527523,,,,,,0
38506,"Cookeville, TN",Central,0.5,149,11.5,11,22.8,1,36.2,51-75% of geographies,-12.6,72.2,72.2,48.1,100,64.9,26-50% of geographies,2.6,1894,178,418,1298,324,94,222,8,2,,2,,4,2,2,,16,8,8,,87827039,8778364,14996205,64052470,6830361,1412519,4852379,565464,29440,,29440,,60004,31384,28620,,592743,528786,63958,,85.3,86.4,65.1,99,50.6,26-50% of geographies,30,11.3,28.1,15.8,51-75% of geographies,26-50% of geographies,26-50% of geographies,51-75% of geographies,28818,41.7,42,51.9,2.37,2.48,2.09,48661,48935,,,817,27.9,120400,168200,266900,0.955895621,0.005066278,0.002082032,0.007877021,0.004719273,0.002255535,0.02210424,0.0324797,0.832073415,0.848983188,0.294520548,0.106923104,0.094376331,0.164383562,0.016560599,0.01468321,0.48630137,0.986709695,0.752734306,0.247265694,0.037104978,0.001214575,0.397683398,0.225657203,0.099199173,0.233135996,0.111676901,0.301732315,0.118466377,0.498790961,0.19569749,0.088218127,0.188805608,0.133968254,0.126940235,0.25203252,0.310839635,0.147046428,0.086550488,0.047027433,0.031184858,0.205872024,0.058404158,,,,3,,,3,7,0.142,0.389,0.782,0.769,0.391,0.358,0.209,0.609,0.255,0.12,0.159,0.256,0.16,0.365,0.113,0.333,5.217673093,3.456566861,3.437212629,,,32680,16255,,0.004681052,,0.199706314,0.123580494,-0.024400307,-0.052870323,-0.024672919,-0.028487587,-0.24032222,0.343588841,0.363732431,,0.199706314,0.076129215
